account_id,account_name,parent_account_id,industry,employee_count,region,website,created_date,account_owner,account_status,subscription_type,annual_contract_value
ACC-00257,Iron Tech Inc,,Retail,454,APAC,irontech.com,2020-06-13,David Kim,Prospect,,0
ACC-00258,Jewel Tech Inc,,Energy,3030,North America,jeweltech.com,2024-03-23,David Kim,Churned,flat-rate,103000
ACC-00259,Key Tech Inc,,Manufacturing,4039,North America,keytech.com,2021-10-28,Lisa Wang,Active,seat-based,93000
ACC-00260,Lake Tech Inc,,Healthcare,126,Europe,laketech.com,2023-12-01,David Kim,Active,seat-based,93000
ACC-00261,Mist Tech Inc,,Manufacturing,97,Europe,misttech.com,2020-01-21,Sarah Chen,Prospect,,0
ACC-00262,Nova Tech Inc,,Manufacturing,9209,Europe,novatech.com,2024-02-28,Emma Thompson,Active,flat-rate,125000
ACC-00263,Ore Tech Inc,,Retail,5524,LATAM,oretech.com,2023-12-06,Emma Thompson,Active,flat-rate,149000
ACC-00264,Plume Tech Inc,,Logistics,1771,North America,plumetech.com,2022-11-18,David Kim,Active,seat-based,11200
ACC-00265,Rapid Tech Inc,,Education,9172,APAC,rapidtech.com,2020-11-03,Mike Rodriguez,Active,flat-rate,155000
ACC-00266,Sable Tech Inc,,Healthcare,2526,APAC,sabletech.com,2021-02-11,Lisa Wang,Active,flat-rate,141000
ACC-00267,Tide Tech Inc,,Manufacturing,9338,North America,tidetech.com,2021-03-09,Lisa Wang,Active,flat-rate,97000
ACC-00268,Ural Tech Inc,,Professional Services,3800,Europe,uraltech.com,2021-02-13,Lisa Wang,Active,hybrid,149000
ACC-00269,Vine Tech Inc,,Healthcare,8227,Europe,vinetech.com,2022-06-13,David Kim,Active,flat-rate,1470000
ACC-00270,Wind Tech Inc,,Manufacturing,48,Europe,windtech.com,2023-07-19,Emma Thompson,Prospect,,0
ACC-00271,Axis Tech Inc,,Technology,4190,LATAM,axistech.com,2020-06-29,Lisa Wang,Active,seat-based,160000
ACC-00272,Bloom Tech Inc,,Financial Services,6634,North America,bloomtech.com,2023-01-23,Sarah Chen,Active,hybrid,103000
ACC-00273,Core Tech Inc,,Healthcare,5,APAC,coretech.com,2022-07-07,Lisa Wang,Prospect,,0
ACC-00274,Drift Tech Inc,,Healthcare,9091,LATAM,drifttech.com,2020-02-20,Mike Rodriguez,Churned,flat-rate,103000
ACC-00275,Edge Tech Inc,,Media,9473,APAC,edgetech.com,2021-08-24,Mike Rodriguez,Active,seat-based,138000
ACC-00276,Fort Tech Inc,,Manufacturing,7318,LATAM,forttech.com,2021-05-14,Emma Thompson,Active,hybrid,35855
ACC-00277,Gear Tech Inc,,Healthcare,9761,Europe,geartech.com,2022-11-30,Sarah Chen,Active,flat-rate,72000
ACC-00278,Helm Tech Inc,,Professional Services,2575,APAC,helmtech.com,2023-12-09,Emma Thompson,Active,flat-rate,152000
ACC-00279,Icon Tech Inc,,Energy,3492,Europe,icontech.com,2023-02-08,David Kim,Active,flat-rate,120000
ACC-00280,Joint Tech Inc,,Technology,1899,Europe,jointtech.com,2024-02-10,Mike Rodriguez,Active,seat-based,76623
ACC-00281,Keel Tech Inc,,Healthcare,3788,LATAM,keeltech.com,2020-04-21,Lisa Wang,Trial,flat-rate,165000
ACC-00282,Link Tech Inc,,Retail,62,APAC,linktech.com,2025-01-29,Mike Rodriguez,Prospect,,0
ACC-00283,Mold Tech Inc,,Education,8001,Europe,moldtech.com,2023-10-25,Mike Rodriguez,Active,flat-rate,171072
ACC-00284,Neon Tech Inc,,Healthcare,1985,North America,neontech.com,2020-07-21,Mike Rodriguez,Active,flat-rate,108000
ACC-00285,Orbit Tech Inc,,Retail,2969,LATAM,orbittech.com,2021-02-23,James Park,Active,flat-rate,176616
ACC-00286,Pixel Tech Inc,,Healthcare,751,Europe,pixeltech.com,2024-05-07,Mike Rodriguez,Active,usage-based,154000
ACC-00287,Query Tech Inc,,Education,30,Europe,querytech.com,2023-05-05,Emma Thompson,Prospect,,0
ACC-00288,Rune Tech Inc,,Retail,9186,Europe,runetech.com,2020-11-16,James Park,Active,seat-based,53000
ACC-00289,Scope Tech Inc,,Logistics,7307,North America,scopetech.com,2022-07-29,James Park,Active,flat-rate,106000
ACC-00290,Trace Tech Inc,,Healthcare,442,LATAM,tracetech.com,2021-09-09,Emma Thompson,Prospect,,0
ACC-00291,Unit Tech Inc,,Technology,1965,APAC,unittech.com,2024-12-19,David Kim,Active,usage-based,80712
ACC-00292,Volt Tech Inc,,Financial Services,5063,North America,volttech.com,2023-02-16,James Park,Active,hybrid,119000
ACC-00293,Weld Tech Inc,,Energy,9061,APAC,weldtech.com,2022-05-06,David Kim,Active,hybrid,165000
ACC-00294,Xenon Tech Inc,,Financial Services,2343,Europe,xenontech.com,2020-07-19,James Park,Active,flat-rate,59000
ACC-00295,Yoke Tech Inc,,Manufacturing,3715,LATAM,yoketech.com,2022-08-31,David Kim,Active,seat-based,155000
ACC-00296,Zone Tech Inc,,Manufacturing,4355,Europe,zonetech.com,2023-11-03,Mike Rodriguez,Churned,hybrid,87000
ACC-00297,Arc Tech Inc,,Manufacturing,4543,North America,arctech.com,2024-03-12,David Kim,Churned,flat-rate,33000
ACC-00298,Base Tech Inc,,Logistics,7630,APAC,basetech.com,2021-02-19,Sarah Chen,Active,flat-rate,71445
ACC-00299,Cast Tech Inc,,Media,7207,APAC,casttech.com,2021-04-25,David Kim,Active,seat-based,31000
ACC-00300,Data Tech Inc,,Logistics,3628,LATAM,datatech.com,2020-11-11,Lisa Wang,Active,flat-rate,49347
ACC-00301,Flux Tech Inc,,Technology,5567,LATAM,fluxtech.com,2020-09-10,James Park,Churned,hybrid,45000
ACC-00302,Grid Tech Inc,,Financial Services,2739,Europe,gridtech.com,2020-08-02,David Kim,Active,flat-rate,92000
ACC-00303,Hub Tech Inc,,Media,4654,Europe,hubtech.com,2020-05-20,Sarah Chen,Trial,usage-based,152000
ACC-00304,Idea Tech Inc,,Education,4676,LATAM,ideatech.com,2023-01-03,David Kim,Active,seat-based,45579
ACC-00305,Jet Tech Inc,,Technology,7036,North America,jettech.com,2024-08-03,Emma Thompson,Active,flat-rate,34000
ACC-00306,Knot Tech Inc,,Professional Services,81,LATAM,knottech.com,2020-01-14,Sarah Chen,Prospect,,0
ACC-00307,Loop Tech Inc,,Energy,445,LATAM,looptech.com,2020-11-06,David Kim,Prospect,,0
ACC-00308,Mode Tech Inc,,Manufacturing,5421,Europe,modetech.com,2022-03-23,David Kim,Active,flat-rate,50000
ACC-00309,Node Tech Inc,,Retail,7333,North America,nodetech.com,2024-05-07,Emma Thompson,Churned,seat-based,67000
ACC-00310,Open Tech Inc,,Healthcare,9073,Europe,opentech.com,2024-11-18,Mike Rodriguez,Active,flat-rate,79272
ACC-00311,Port Tech Inc,,Technology,1494,APAC,porttech.com,2020-09-14,Emma Thompson,Churned,flat-rate,134000
ACC-00312,Quad Tech Inc,,Technology,9492,Europe,quadtech.com,2021-02-15,Emma Thompson,Active,usage-based,260000
ACC-00313,Ring Tech Inc,,Energy,8265,Europe,ringtech.com,2021-01-15,David Kim,Churned,flat-rate,90000
ACC-00314,Spin Tech Inc,,Technology,8059,APAC,spintech.com,2021-06-24,James Park,Active,seat-based,87000
ACC-00315,Turn Tech Inc,,Professional Services,268,Europe,turntech.com,2024-05-12,Lisa Wang,Churned,flat-rate,156000
ACC-00316,Up Tech Inc,,Professional Services,8326,APAC,uptech.com,2024-12-21,James Park,Active,seat-based,55000
ACC-00317,View Tech Inc,,Energy,47,LATAM,viewtech.com,2021-12-04,Lisa Wang,Prospect,,0
ACC-00318,Warp Tech Inc,,Energy,1552,LATAM,warptech.com,2025-02-10,Mike Rodriguez,Active,hybrid,64425
ACC-00319,Xray Tech Inc,,Logistics,5289,APAC,xraytech.com,2022-05-09,James Park,Trial,flat-rate,22000
ACC-00320,Yew Tech Inc,,Education,1240,Europe,yewtech.com,2022-08-24,James Park,Active,flat-rate,1540000
ACC-00321,Zen Tech Inc,,Financial Services,1433,Europe,zentech.com,2021-05-11,Mike Rodriguez,Active,flat-rate,86000
ACC-00322,Bolt Tech Inc,,Healthcare,7288,Europe,bolttech.com,2020-11-09,Emma Thompson,Active,flat-rate,68000
ACC-00323,Chip Tech Inc,,Financial Services,237,LATAM,chiptech.com,2024-10-03,Sarah Chen,Prospect,,0
ACC-00324,Dash Tech Inc,,Logistics,360,North America,dashtech.com,2022-08-05,James Park,Prospect,,0
ACC-00325,Pulse Tech Inc,,Education,7225,APAC,pulsetech.com,2020-04-10,Sarah Chen,Active,seat-based,152000
ACC-00326,Flow Tech Inc,,Education,3504,Europe,flowtech.com,2021-07-19,Emma Thompson,Active,seat-based,67656
ACC-00327,Glow Tech Inc,,Logistics,420,APAC,glowtech.com,2020-12-31,Sarah Chen,Churned,flat-rate,20783
ACC-00328,Hive Tech Inc,,Technology,142,LATAM,hivetech.com,2023-06-09,James Park,Prospect,,0
ACC-00329,Acorn Solutions Inc,,Energy,8169,LATAM,acornsolutions.com,2020-11-08,Mike Rodriguez,Active,flat-rate,80622
ACC-00330,Birch Solutions Inc,,Professional Services,1657,Europe,birchsolutions.com,2023-07-30,David Kim,Active,flat-rate,111000
ACC-00331,Canyon Solutions Inc,,Technology,7234,APAC,canyonsolutions.com,2021-11-20,James Park,Trial,flat-rate,139933
ACC-00332,Dusk Solutions Inc,,Energy,6267,APAC,dusksolutions.com,2022-09-09,Mike Rodriguez,Active,usage-based,160000
ACC-00333,Elm Solutions Inc,,Energy,21,APAC,elmsolutions.com,2020-12-10,Mike Rodriguez,Active,flat-rate,144000
ACC-00334,Fern Solutions Inc,,Manufacturing,1860,LATAM,fernsolutions.com,2021-07-16,David Kim,Churned,flat-rate,14500
ACC-00335,Grove Solutions Inc,,Technology,1086,Europe,grovesolutions.com,2022-01-08,David Kim,Active,flat-rate,67000
ACC-00336,Haven Solutions Inc,,Professional Services,3378,North America,havensolutions.com,2020-11-30,Emma Thompson,Active,seat-based,135000
ACC-00337,Ivy Solutions Inc,,Healthcare,7784,LATAM,ivysolutions.com,2024-07-29,Emma Thompson,Churned,flat-rate,117000
ACC-00338,Jade Solutions Inc,,Media,7907,LATAM,jadesolutions.com,2023-03-21,Emma Thompson,Active,flat-rate,86000
ACC-00339,Kestrel Solutions Inc,,Technology,2590,North America,kestrelsolutions.com,2023-10-01,Lisa Wang,Active,seat-based,95000
ACC-00340,Lark Solutions Inc,,Energy,7607,Europe,larksolutions.com,2021-02-09,David Kim,Active,flat-rate,10000
ACC-00341,Mesa Solutions Inc,,Healthcare,3539,North America,mesasolutions.com,2023-05-23,Lisa Wang,Active,flat-rate,159000
ACC-00342,Nest Solutions Inc,,Media,4826,Europe,nestsolutions.com,2020-01-07,Lisa Wang,Active,seat-based,186000
ACC-00343,Oak Solutions Inc,,Retail,5441,Europe,oaksolutions.com,2021-01-15,Lisa Wang,Active,hybrid,42000
ACC-00344,Pine Solutions Inc,,Healthcare,1572,Europe,pinesolutions.com,2022-05-18,Sarah Chen,Active,seat-based,141000
ACC-00345,Quail Solutions Inc,,Professional Services,969,LATAM,quailsolutions.com,2022-02-06,Mike Rodriguez,Trial,hybrid,179000
ACC-00346,Ridge Solutions Inc,,Retail,2681,Europe,ridgesolutions.com,2020-02-07,Sarah Chen,Trial,flat-rate,186000
ACC-00347,Sage Solutions Inc,,Retail,2420,APAC,sagesolutions.com,2021-11-05,Mike Rodriguez,Active,flat-rate,184000
ACC-00348,Thorn Solutions Inc,,Education,6046,Europe,thornsolutions.com,2021-08-23,Lisa Wang,Active,usage-based,148312
ACC-00349,Umber Solutions Inc,,Healthcare,2838,North America,umbersolutions.com,2020-08-27,James Park,Active,flat-rate,88000
ACC-00350,Vale Solutions Inc,,Healthcare,9917,North America,valesolutions.com,2020-04-17,Sarah Chen,Churned,seat-based,114000
ACC-00351,Willow Solutions Inc,,Media,5331,Europe,willowsolutions.com,2022-01-18,David Kim,Active,flat-rate,1100000
ACC-00352,Yarrow Solutions Inc,,Media,5409,LATAM,yarrowsolutions.com,2024-09-09,Lisa Wang,Active,seat-based,32000
ACC-00353,Agate Solutions Inc,,Manufacturing,279,LATAM,agatesolutions.com,2023-06-21,Sarah Chen,Prospect,,0
ACC-00354,Brook Solutions Inc,,Healthcare,7209,APAC,brooksolutions.com,2024-02-09,Sarah Chen,Active,flat-rate,151000
ACC-00355,Cove Solutions Inc,,Manufacturing,880,LATAM,covesolutions.com,2024-08-05,David Kim,Churned,hybrid,141000
ACC-00356,Dawn Solutions Inc,,Healthcare,2733,Europe,dawnsolutions.com,2023-04-03,Lisa Wang,Active,flat-rate,162000
ACC-00357,Echo Solutions Inc,,Logistics,4302,Europe,echosolutions.com,2024-09-22,David Kim,Active,seat-based,57000
ACC-00358,Fjord Solutions Inc,,Media,3728,Europe,fjordsolutions.com,2022-11-19,Mike Rodriguez,Active,seat-based,5400
ACC-00359,Glen Solutions Inc,,Manufacturing,5981,APAC,glensolutions.com,2022-02-27,Emma Thompson,Active,flat-rate,187000
ACC-00360,Haze Solutions Inc,,Retail,2266,APAC,hazesolutions.com,2024-10-16,Sarah Chen,Active,usage-based,200000
ACC-00361,Isle Solutions Inc,,Retail,3255,Europe,islesolutions.com,2023-09-12,Lisa Wang,Active,hybrid,20000
ACC-00362,Jet Solutions Inc,,Manufacturing,8548,Europe,jetsolutions.com,2024-06-11,David Kim,Trial,seat-based,145000
ACC-00363,Knoll Solutions Inc,,Technology,9291,LATAM,knollsolutions.com,2023-03-07,Lisa Wang,Active,flat-rate,175000
ACC-00364,Leaf Solutions Inc,,Energy,3032,North America,leafsolutions.com,2023-02-19,David Kim,Active,flat-rate,207837
ACC-00365,Marsh Solutions Inc,,Healthcare,6222,APAC,marshsolutions.com,2023-08-30,Mike Rodriguez,Active,flat-rate,41000
ACC-00366,North Solutions Inc,,Professional Services,8919,APAC,northsolutions.com,2024-01-12,Mike Rodriguez,Active,flat-rate,112000
ACC-00367,Oasis Solutions Inc,,Healthcare,2315,APAC,oasissolutions.com,2024-01-13,Sarah Chen,Churned,flat-rate,298147
ACC-00368,Peak Solutions Inc,,Retail,1945,North America,peaksolutions.com,2022-07-24,Mike Rodriguez,Churned,flat-rate,59000
ACC-00369,Quay Solutions Inc,,Media,5919,LATAM,quaysolutions.com,2025-01-30,Sarah Chen,Churned,usage-based,102000
ACC-00370,Reef Solutions Inc,,Education,3752,Europe,reefsolutions.com,2022-02-25,Emma Thompson,Active,flat-rate,17000
ACC-00371,Stone Solutions Inc,,Financial Services,3277,Europe,stonesolutions.com,2022-03-25,Emma Thompson,Active,flat-rate,31000
ACC-00372,Terra Solutions Inc,,Retail,2881,LATAM,terrasolutions.com,2020-02-18,Sarah Chen,Churned,seat-based,116000
ACC-00373,Ursa Solutions Inc,,Financial Services,7430,North America,ursasolutions.com,2021-03-31,Lisa Wang,Churned,flat-rate,11100
ACC-00374,Vista Solutions Inc,,Retail,3028,North America,vistasolutions.com,2022-11-19,David Kim,Active,seat-based,200000
ACC-00375,Wave Solutions Inc,,Manufacturing,230,North America,wavesolutions.com,2020-12-16,Sarah Chen,Active,seat-based,78000
ACC-00376,Xeric Solutions Inc,,Retail,9207,APAC,xericsolutions.com,2022-01-19,James Park,Active,flat-rate,180000
ACC-00377,Alto Solutions Inc,,Logistics,3435,North America,altosolutions.com,2023-12-11,James Park,Trial,seat-based,35650
ACC-00378,Bay Solutions Inc,,Media,1011,LATAM,baysolutions.com,2020-01-24,Lisa Wang,Active,hybrid,2500
ACC-00379,Cliff Solutions Inc,,Manufacturing,188,LATAM,cliffsolutions.com,2021-02-17,Lisa Wang,Prospect,,0
ACC-00380,Delta Solutions Inc,,Manufacturing,9530,LATAM,deltasolutions.com,2024-09-11,James Park,Active,hybrid,186000
ACC-00381,Ether Solutions Inc,,Education,4197,LATAM,ethersolutions.com,2024-10-29,Emma Thompson,Active,flat-rate,154000
ACC-00382,Flame Solutions Inc,,Technology,1156,LATAM,flamesolutions.com,2020-07-24,James Park,Active,flat-rate,162000
ACC-00383,Gale Solutions Inc,,Professional Services,2995,Europe,galesolutions.com,2020-02-28,James Park,Active,flat-rate,46297
ACC-00384,Horn Solutions Inc,,Healthcare,199,APAC,hornsolutions.com,2020-01-23,James Park,Prospect,,0
ACC-00385,Iron Solutions Inc,,Education,9011,LATAM,ironsolutions.com,2024-03-19,Emma Thompson,Churned,seat-based,121000
ACC-00386,Jewel Solutions Inc,,Education,69,LATAM,jewelsolutions.com,2022-12-04,Sarah Chen,Prospect,,0
ACC-00387,Key Solutions Inc,,Healthcare,502,North America,keysolutions.com,2021-04-29,Mike Rodriguez,Active,flat-rate,133000
ACC-00388,Lake Solutions Inc,,Technology,4791,LATAM,lakesolutions.com,2023-07-26,Emma Thompson,Active,seat-based,194000
ACC-00389,Mist Solutions Inc,,Logistics,4275,North America,mistsolutions.com,2020-07-04,Emma Thompson,Active,flat-rate,170000
ACC-00390,Nova Solutions Inc,,Manufacturing,2794,APAC,novasolutions.com,2023-10-30,James Park,Active,hybrid,88000
ACC-00391,Ore Solutions Inc,,Financial Services,240,Europe,oresolutions.com,2022-05-28,James Park,Prospect,,0
ACC-00392,Plume Solutions Inc,,Media,6507,Europe,plumesolutions.com,2024-09-11,Mike Rodriguez,Churned,hybrid,1430000
ACC-00393,Rapid Solutions Inc,,Energy,7013,North America,rapidsolutions.com,2022-07-27,David Kim,Active,flat-rate,77000
ACC-00394,Sable Solutions Inc,,Financial Services,2245,Europe,sablesolutions.com,2024-01-26,Mike Rodriguez,Active,flat-rate,68000
ACC-00395,Tide Solutions Inc,,Education,4899,North America,tidesolutions.com,2023-09-07,Sarah Chen,Churned,seat-based,129000
ACC-00396,Ural Solutions Inc,,Energy,9966,North America,uralsolutions.com,2021-06-18,Emma Thompson,Trial,seat-based,61000
ACC-00397,Vine Solutions Inc,,Logistics,5568,LATAM,vinesolutions.com,2021-12-16,David Kim,Active,flat-rate,187000
ACC-00398,Wind Solutions Inc,,Media,5043,North America,windsolutions.com,2023-03-02,David Kim,Churned,seat-based,160000
ACC-00399,Axis Solutions Inc,,Healthcare,1974,LATAM,axissolutions.com,2022-10-07,Emma Thompson,Active,flat-rate,15000
ACC-00400,Bloom Solutions Inc,,Logistics,2202,APAC,bloomsolutions.com,2024-01-26,Sarah Chen,Trial,hybrid,910000
ACC-00401,Core Solutions Inc,,Financial Services,7002,Europe,coresolutions.com,2023-07-11,Sarah Chen,Active,flat-rate,136000
ACC-00402,Drift Solutions Inc,,Manufacturing,261,North America,driftsolutions.com,2021-03-03,Lisa Wang,Churned,seat-based,14000
ACC-00403,Edge Solutions Inc,,Retail,803,LATAM,edgesolutions.com,2022-12-10,Sarah Chen,Active,flat-rate,121000
ACC-00404,Fort Solutions Inc,,Manufacturing,9551,Europe,fortsolutions.com,2021-04-27,James Park,Active,seat-based,192000
ACC-00405,Gear Solutions Inc,,Logistics,9803,Europe,gearsolutions.com,2022-11-14,Lisa Wang,Active,hybrid,131000
ACC-00406,Helm Solutions Inc,,Manufacturing,3148,APAC,helmsolutions.com,2024-07-11,Emma Thompson,Active,usage-based,1980000
ACC-00407,Icon Solutions Inc,,Logistics,6700,APAC,iconsolutions.com,2024-09-01,David Kim,Active,flat-rate,17000
ACC-00408,Joint Solutions Inc,,Retail,6863,Europe,jointsolutions.com,2023-10-16,Sarah Chen,Trial,flat-rate,33000
ACC-00409,Keel Solutions Inc,,Media,9079,APAC,keelsolutions.com,2023-10-24,David Kim,Churned,hybrid,157000
ACC-00410,Link Solutions Inc,,Technology,5653,APAC,linksolutions.com,2021-11-20,Mike Rodriguez,Active,usage-based,65000
ACC-00411,Mold Solutions Inc,,Energy,1040,LATAM,moldsolutions.com,2024-09-23,Sarah Chen,Churned,flat-rate,50000
ACC-00412,Neon Solutions Inc,,Healthcare,1516,Europe,neonsolutions.com,2023-03-03,Lisa Wang,Active,flat-rate,20000
ACC-00413,Orbit Solutions Inc,,Energy,7650,LATAM,orbitsolutions.com,2023-10-20,Emma Thompson,Active,usage-based,105000
ACC-00414,Pixel Solutions Inc,,Manufacturing,9089,North America,pixelsolutions.com,2021-01-17,Mike Rodriguez,Churned,flat-rate,79000
ACC-00415,Query Solutions Inc,,Manufacturing,4560,LATAM,querysolutions.com,2022-10-19,James Park,Active,hybrid,52000
ACC-00416,Rune Solutions Inc,,Media,9776,Europe,runesolutions.com,2023-12-08,Sarah Chen,Active,seat-based,35000
ACC-00417,Scope Solutions Inc,,Logistics,9821,North America,scopesolutions.com,2024-05-26,Mike Rodriguez,Churned,flat-rate,200000
ACC-00418,Trace Solutions Inc,,Professional Services,1410,North America,tracesolutions.com,2020-03-25,Lisa Wang,Active,usage-based,27000
ACC-00419,Unit Solutions Inc,,Financial Services,419,Europe,unitsolutions.com,2020-08-20,Mike Rodriguez,Prospect,,0
ACC-00420,Volt Solutions Inc,,Retail,651,LATAM,voltsolutions.com,2022-11-20,Emma Thompson,Active,flat-rate,114000
ACC-00421,Weld Solutions Inc,,Media,4030,Europe,weldsolutions.com,2024-11-03,David Kim,Active,flat-rate,41000
ACC-00422,Xenon Solutions Inc,,Education,494,LATAM,xenonsolutions.com,2021-08-21,Lisa Wang,Active,seat-based,145000
ACC-00423,Yoke Solutions Inc,,Retail,4648,Europe,yokesolutions.com,2024-01-23,Emma Thompson,Active,seat-based,97000
ACC-00424,Zone Solutions Inc,,Professional Services,2302,LATAM,zonesolutions.com,2024-01-01,James Park,Active,hybrid,76000
ACC-00425,Arc Solutions Inc,,Financial Services,7404,Europe,arcsolutions.com,2022-07-30,Lisa Wang,Active,hybrid,131000
ACC-00426,Base Solutions Inc,,Retail,7774,Europe,basesolutions.com,2024-09-13,Lisa Wang,Churned,flat-rate,118000
ACC-00427,Cast Solutions Inc,,Logistics,4285,LATAM,castsolutions.com,2021-04-16,David Kim,Active,seat-based,77000
ACC-00428,Data Solutions Inc,,Healthcare,2867,APAC,datasolutions.com,2020-04-11,Mike Rodriguez,Active,seat-based,65712
ACC-00429,Flux Solutions Inc,,Education,8640,LATAM,fluxsolutions.com,2022-12-08,Mike Rodriguez,Trial,flat-rate,171000
ACC-00430,Grid Solutions Inc,,Energy,193,Europe,gridsolutions.com,2023-07-03,David Kim,Trial,flat-rate,107875
ACC-00431,Hub Solutions Inc,,Technology,5688,North America,hubsolutions.com,2024-04-14,Emma Thompson,Active,seat-based,21000
ACC-00432,Idea Solutions Inc,,Energy,370,APAC,ideasolutions.com,2024-06-18,David Kim,Prospect,,0
ACC-00433,Jet Solutions Inc,,Professional Services,8422,APAC,jetsolutions.com,2021-09-28,Mike Rodriguez,Churned,usage-based,127000
ACC-00434,Knot Solutions Inc,,Professional Services,3890,APAC,knotsolutions.com,2023-10-15,Sarah Chen,Churned,flat-rate,115000
ACC-00435,Loop Solutions Inc,,Retail,2819,APAC,loopsolutions.com,2022-10-15,David Kim,Active,flat-rate,17300
ACC-00436,Mode Solutions Inc,,Energy,8898,North America,modesolutions.com,2023-01-16,James Park,Churned,seat-based,250941
ACC-00437,Node Solutions Inc,,Financial Services,6712,Europe,nodesolutions.com,2022-01-10,David Kim,Trial,hybrid,166000
ACC-00438,Open Solutions Inc,,Technology,7326,North America,opensolutions.com,2023-02-17,David Kim,Active,flat-rate,16000
ACC-00439,Port Solutions Inc,,Professional Services,119,North America,portsolutions.com,2022-09-14,James Park,Active,flat-rate,940000
ACC-00440,Quad Solutions Inc,,Technology,7235,APAC,quadsolutions.com,2024-12-29,Sarah Chen,Active,hybrid,107000
ACC-00441,Ring Solutions Inc,,Logistics,584,LATAM,ringsolutions.com,2024-12-15,David Kim,Active,usage-based,47000
ACC-00442,Spin Solutions Inc,,Media,110,APAC,spinsolutions.com,2023-12-10,Mike Rodriguez,Churned,hybrid,135000
ACC-00443,Turn Solutions Inc,,Logistics,6725,North America,turnsolutions.com,2020-09-30,David Kim,Churned,flat-rate,260879
ACC-00444,Up Solutions Inc,,Technology,267,LATAM,upsolutions.com,2021-02-16,David Kim,Active,hybrid,131417
ACC-00445,View Solutions Inc,,Financial Services,3580,LATAM,viewsolutions.com,2020-02-02,Mike Rodriguez,Active,hybrid,34875
ACC-00446,Warp Solutions Inc,,Professional Services,8063,North America,warpsolutions.com,2020-12-21,Mike Rodriguez,Active,hybrid,65000
ACC-00447,Xray Solutions Inc,,Media,6398,North America,xraysolutions.com,2023-07-28,Sarah Chen,Active,flat-rate,39890
ACC-00448,Yew Solutions Inc,,Retail,6140,North America,yewsolutions.com,2020-04-24,James Park,Active,flat-rate,57000
ACC-00449,Zen Solutions Inc,,Retail,7806,APAC,zensolutions.com,2023-01-03,Lisa Wang,Active,flat-rate,24000
ACC-00450,Bolt Solutions Inc,,Manufacturing,130,LATAM,boltsolutions.com,2021-09-27,Lisa Wang,Active,seat-based,59000
ACC-00451,Chip Solutions Inc,,Retail,8313,Europe,chipsolutions.com,2023-02-24,Emma Thompson,Trial,seat-based,91095
ACC-00452,Dash Solutions Inc,,Education,219,APAC,dashsolutions.com,2020-10-10,Sarah Chen,Prospect,,0
ACC-00453,Pulse Solutions Inc,,Logistics,6444,LATAM,pulsesolutions.com,2023-01-08,Emma Thompson,Active,flat-rate,36000
ACC-00454,Flow Solutions Inc,,Financial Services,3626,APAC,flowsolutions.com,2022-10-21,Mike Rodriguez,Active,flat-rate,15500
ACC-00455,Glow Solutions Inc,,Technology,8774,North America,glowsolutions.com,2020-12-03,Emma Thompson,Active,flat-rate,69000
ACC-00456,Hive Solutions Inc,,Energy,2520,APAC,hivesolutions.com,2021-01-07,Emma Thompson,Active,hybrid,103000
ACC-00457,Acorn Systems Inc,,Financial Services,4811,APAC,acornsystems.com,2024-01-22,James Park,Active,hybrid,12000
