account_id,account_name,parent_account_id,industry,employee_count,region,website,created_date,account_owner,account_status,subscription_type,annual_contract_value
ACC-00458,Birch Systems Inc,,Education,310,LATAM,birchsystems.com,2021-11-25,David Kim,Active,seat-based,100000
ACC-00459,Canyon Systems Inc,,Financial Services,304,Europe,canyonsystems.com,2021-12-05,Mike Rodriguez,Active,seat-based,76000
ACC-00460,Dusk Systems Inc,,Professional Services,3792,APAC,dusksystems.com,2020-06-17,Emma Thompson,Trial,seat-based,89000
ACC-00461,Elm Systems Inc,,Logistics,8551,North America,elmsystems.com,2023-10-21,Emma Thompson,Active,seat-based,123000
ACC-00462,Fern Systems Inc,,Media,3624,Europe,fernsystems.com,2024-05-18,Lisa Wang,Active,seat-based,124000
ACC-00463,Grove Systems Inc,,Media,135,LATAM,grovesystems.com,2021-10-07,Mike Rodriguez,Churned,seat-based,47000
ACC-00464,Haven Systems Inc,,Manufacturing,5634,North America,havensystems.com,2022-12-06,James Park,Active,flat-rate,13400
ACC-00465,Ivy Systems Inc,,Energy,1306,APAC,ivysystems.com,2023-09-27,Lisa Wang,Active,hybrid,158000
ACC-00466,Jade Systems Inc,,Manufacturing,6882,North America,jadesystems.com,2024-09-20,Mike Rodriguez,Churned,flat-rate,15000
ACC-00467,Kestrel Systems Inc,,Healthcare,3933,North America,kestrelsystems.com,2020-07-27,Lisa Wang,Active,seat-based,95958
ACC-00468,Lark Systems Inc,,Manufacturing,4446,LATAM,larksystems.com,2023-10-17,James Park,Active,hybrid,130000
ACC-00469,Mesa Systems Inc,,Education,179,APAC,mesasystems.com,2023-09-24,James Park,Trial,flat-rate,101000
ACC-00470,Nest Systems Inc,,Financial Services,6437,North America,nestsystems.com,2022-02-11,James Park,Active,seat-based,155000
ACC-00471,Oak Systems Inc,,Healthcare,325,Europe,oaksystems.com,2024-12-25,Lisa Wang,Active,flat-rate,151000
ACC-00472,Pine Systems Inc,,Retail,7133,Europe,pinesystems.com,2023-03-26,Mike Rodriguez,Trial,flat-rate,46000
ACC-00473,Quail Systems Inc,,Financial Services,2617,LATAM,quailsystems.com,2023-10-19,David Kim,Churned,hybrid,158000
ACC-00474,Ridge Systems Inc,,Professional Services,3233,North America,ridgesystems.com,2022-05-04,Mike Rodriguez,Active,seat-based,120000
ACC-00475,Sage Systems Inc,,Technology,8167,North America,sagesystems.com,2021-06-26,Mike Rodriguez,Active,flat-rate,192000
ACC-00476,Thorn Systems Inc,,Retail,1592,LATAM,thornsystems.com,2021-01-14,Sarah Chen,Trial,flat-rate,127000
ACC-00477,Umber Systems Inc,,Education,8766,Europe,umbersystems.com,2022-12-01,Emma Thompson,Active,hybrid,55433
ACC-00478,Vale Systems Inc,,Logistics,3840,Europe,valesystems.com,2023-03-01,Mike Rodriguez,Active,flat-rate,45000
ACC-00479,Willow Systems Inc,,Retail,397,APAC,willowsystems.com,2023-01-08,Mike Rodriguez,Prospect,,0
ACC-00480,Yarrow Systems Inc,,Energy,7623,North America,yarrowsystems.com,2023-02-12,David Kim,Active,usage-based,94000
ACC-00481,Agate Systems Inc,,Retail,58,APAC,agatesystems.com,2023-09-06,Emma Thompson,Prospect,,0
ACC-00482,Brook Systems Inc,,Logistics,8364,APAC,brooksystems.com,2021-08-26,David Kim,Active,flat-rate,80632
ACC-00483,Cove Systems Inc,,Healthcare,1160,North America,covesystems.com,2020-07-28,Lisa Wang,Active,flat-rate,1390000
ACC-00484,Dawn Systems Inc,,Technology,2063,APAC,dawnsystems.com,2023-01-24,David Kim,Churned,flat-rate,149000
ACC-00485,Echo Systems Inc,,Healthcare,81,LATAM,echosystems.com,2021-04-12,Lisa Wang,Prospect,,0
ACC-00486,Fjord Systems Inc,,Technology,5388,LATAM,fjordsystems.com,2021-01-13,David Kim,Active,seat-based,3600
ACC-00487,Glen Systems Inc,,Retail,2035,APAC,glensystems.com,2023-08-14,Mike Rodriguez,Churned,hybrid,20000
ACC-00488,Haze Systems Inc,,Manufacturing,4338,Europe,hazesystems.com,2023-07-19,James Park,Active,flat-rate,20000
ACC-00489,Isle Systems Inc,,Media,2123,APAC,islesystems.com,2023-01-27,Lisa Wang,Churned,flat-rate,18000
ACC-00490,Jet Systems Inc,,Manufacturing,5437,Europe,jetsystems.com,2020-12-11,Sarah Chen,Churned,flat-rate,42000
ACC-00491,Knoll Systems Inc,,Technology,9360,Europe,knollsystems.com,2020-09-28,Sarah Chen,Active,seat-based,140000
ACC-00492,Leaf Systems Inc,,Retail,3841,Europe,leafsystems.com,2021-11-25,Mike Rodriguez,Active,seat-based,64000
ACC-00493,Marsh Systems Inc,,Education,1119,APAC,marshsystems.com,2020-01-11,David Kim,Trial,seat-based,148000
ACC-00494,North Systems Inc,,Logistics,5415,LATAM,northsystems.com,2023-11-03,Lisa Wang,Active,flat-rate,420000
ACC-00495,Oasis Systems Inc,,Energy,4930,APAC,oasissystems.com,2022-09-06,Emma Thompson,Active,flat-rate,14900
ACC-00496,Peak Systems Inc,,Technology,6404,North America,peaksystems.com,2025-01-18,Sarah Chen,Active,flat-rate,191000
ACC-00497,Quay Systems Inc,,Financial Services,4657,North America,quaysystems.com,2021-09-09,Lisa Wang,Churned,flat-rate,6200
ACC-00498,Reef Systems Inc,,Education,497,North America,reefsystems.com,2021-01-09,Lisa Wang,Prospect,,0
ACC-00499,Stone Systems Inc,,Education,609,LATAM,stonesystems.com,2022-12-22,David Kim,Trial,seat-based,63000
ACC-00500,Terra Systems Inc,,Professional Services,6035,LATAM,terrasystems.com,2024-04-23,David Kim,Active,hybrid,54000
ACC-00501,Ursa Systems Inc,,Technology,6155,APAC,ursasystems.com,2020-08-19,Lisa Wang,Active,flat-rate,159000
ACC-00502,Vista Systems Inc,,Professional Services,6104,North America,vistasystems.com,2025-02-27,David Kim,Active,usage-based,112000
ACC-00503,Wave Systems Inc,,Manufacturing,916,North America,wavesystems.com,2024-03-01,Sarah Chen,Churned,hybrid,167000
ACC-00504,Xeric Systems Inc,,Retail,4520,North America,xericsystems.com,2021-07-02,Mike Rodriguez,Active,flat-rate,185000
ACC-00505,Alto Systems Inc,,Healthcare,76,APAC,altosystems.com,2020-05-04,David Kim,Prospect,,0
ACC-00506,Bay Systems Inc,,Manufacturing,8517,LATAM,baysystems.com,2021-10-06,Emma Thompson,Active,flat-rate,185000
ACC-00507,Cliff Systems Inc,,Retail,7285,North America,cliffsystems.com,2023-10-07,Emma Thompson,Active,flat-rate,37000
ACC-00508,Delta Systems Inc,,Media,7086,North America,deltasystems.com,2020-10-07,David Kim,Active,usage-based,122073
ACC-00509,Ether Systems Inc,,Financial Services,1795,North America,ethersystems.com,2023-08-31,Mike Rodriguez,Active,flat-rate,33000
ACC-00510,Flame Systems Inc,,Professional Services,7401,APAC,flamesystems.com,2021-07-30,James Park,Active,seat-based,16000
ACC-00511,Gale Systems Inc,,Financial Services,9188,APAC,galesystems.com,2023-10-06,David Kim,Active,usage-based,122000
ACC-00512,Horn Systems Inc,,Education,5952,LATAM,hornsystems.com,2024-06-28,Sarah Chen,Churned,flat-rate,130000
ACC-00513,Iron Systems Inc,,Professional Services,1089,Europe,ironsystems.com,2021-04-06,James Park,Churned,flat-rate,198000
ACC-00514,Jewel Systems Inc,,Financial Services,2149,Europe,jewelsystems.com,2020-11-05,Emma Thompson,Active,usage-based,106000
ACC-00515,Key Systems Inc,,Financial Services,707,North America,keysystems.com,2022-02-16,Mike Rodriguez,Active,seat-based,158000
ACC-00516,Lake Systems Inc,,Media,6361,Europe,lakesystems.com,2023-05-10,Lisa Wang,Trial,flat-rate,1500000
ACC-00517,Mist Systems Inc,,Media,287,North America,mistsystems.com,2023-09-20,Emma Thompson,Prospect,,0
ACC-00518,Nova Systems Inc,,Energy,5377,Europe,novasystems.com,2020-02-29,Emma Thompson,Churned,seat-based,171715
ACC-00519,Ore Systems Inc,,Healthcare,8964,North America,oresystems.com,2021-01-21,Sarah Chen,Trial,flat-rate,7300
ACC-00520,Plume Systems Inc,,Professional Services,660,Europe,plumesystems.com,2024-06-04,James Park,Active,seat-based,174749
ACC-00521,Rapid Systems Inc,,Healthcare,3303,Europe,rapidsystems.com,2020-07-14,Lisa Wang,Active,hybrid,16000
ACC-00522,Sable Systems Inc,,Professional Services,293,Europe,sablesystems.com,2023-08-13,Mike Rodriguez,Prospect,,0
ACC-00523,Tide Systems Inc,,Media,9279,Europe,tidesystems.com,2022-08-19,Emma Thompson,Active,seat-based,186000
ACC-00524,Ural Systems Inc,,Education,8057,Europe,uralsystems.com,2023-03-08,Sarah Chen,Churned,flat-rate,66000
ACC-00525,Vine Systems Inc,,Logistics,2070,APAC,vinesystems.com,2021-05-02,James Park,Active,flat-rate,60000
ACC-00526,Wind Systems Inc,,Energy,71,LATAM,windsystems.com,2021-01-22,Sarah Chen,Prospect,,0
ACC-00527,Axis Systems Inc,,Financial Services,279,APAC,axissystems.com,2022-06-16,Emma Thompson,Prospect,,0
ACC-00528,Bloom Systems Inc,,Healthcare,5583,Europe,bloomsystems.com,2020-02-24,Lisa Wang,Trial,seat-based,102000
ACC-00529,Core Systems Inc,,Professional Services,7656,APAC,coresystems.com,2021-11-02,David Kim,Active,flat-rate,89000
ACC-00530,Drift Systems Inc,,Technology,5937,North America,driftsystems.com,2022-09-03,Emma Thompson,Trial,flat-rate,110000
ACC-00531,Edge Systems Inc,,Financial Services,8860,Europe,edgesystems.com,2023-07-17,David Kim,Active,flat-rate,128000
ACC-00532,Fort Systems Inc,,Healthcare,3614,LATAM,fortsystems.com,2024-11-01,Sarah Chen,Active,flat-rate,54468
ACC-00533,Gear Systems Inc,,Media,2678,Europe,gearsystems.com,2024-06-14,Emma Thompson,Active,seat-based,173000
ACC-00534,Helm Systems Inc,,Technology,7096,Europe,helmsystems.com,2022-08-30,James Park,Active,flat-rate,113000
ACC-00535,Icon Systems Inc,,Logistics,4014,APAC,iconsystems.com,2021-07-22,Emma Thompson,Churned,flat-rate,149000
ACC-00536,Joint Systems Inc,,Education,9102,APAC,jointsystems.com,2024-05-02,Lisa Wang,Active,hybrid,82000
ACC-00537,Keel Systems Inc,,Professional Services,7866,North America,keelsystems.com,2021-04-29,David Kim,Trial,usage-based,165000
ACC-00538,Link Systems Inc,,Financial Services,9643,LATAM,linksystems.com,2023-06-15,Sarah Chen,Churned,flat-rate,106000
ACC-00539,Mold Systems Inc,,Healthcare,7880,North America,moldsystems.com,2023-04-14,David Kim,Churned,flat-rate,118000
ACC-00540,Neon Systems Inc,,Logistics,5358,Europe,neonsystems.com,2022-09-12,Lisa Wang,Active,flat-rate,56000
ACC-00541,Orbit Systems Inc,,Media,2235,North America,orbitsystems.com,2023-10-17,Mike Rodriguez,Active,flat-rate,70000
ACC-00542,Pixel Systems Inc,,Technology,8464,LATAM,pixelsystems.com,2021-12-21,Lisa Wang,Churned,flat-rate,189000
ACC-00543,Query Systems Inc,,Professional Services,3403,APAC,querysystems.com,2023-11-30,David Kim,Churned,flat-rate,13000
ACC-00544,Rune Systems Inc,,Energy,4874,Europe,runesystems.com,2020-08-13,Lisa Wang,Churned,usage-based,87015
ACC-00545,Scope Systems Inc,,Technology,2607,APAC,scopesystems.com,2022-04-18,James Park,Churned,hybrid,14100
ACC-00546,Trace Systems Inc,,Retail,1325,LATAM,tracesystems.com,2022-02-09,David Kim,Churned,flat-rate,8200
ACC-00547,Unit Systems Inc,,Professional Services,5522,Europe,unitsystems.com,2020-12-17,James Park,Trial,seat-based,175000
ACC-00548,Volt Systems Inc,,Healthcare,6189,LATAM,voltsystems.com,2022-11-24,Emma Thompson,Active,flat-rate,120000
ACC-00549,Weld Systems Inc,,Education,6829,North America,weldsystems.com,2020-12-07,Sarah Chen,Active,seat-based,172000
ACC-00550,Xenon Systems Inc,,Education,5799,Europe,xenonsystems.com,2023-03-11,James Park,Trial,flat-rate,46701
ACC-00551,Yoke Systems Inc,,Logistics,6882,LATAM,yokesystems.com,2022-01-14,Mike Rodriguez,Active,seat-based,169000
ACC-00552,Zone Systems Inc,,Media,5447,LATAM,zonesystems.com,2020-04-06,Emma Thompson,Active,hybrid,17100
ACC-00553,Arc Systems Inc,,Logistics,8976,LATAM,arcsystems.com,2024-02-18,James Park,Active,usage-based,134000
ACC-00554,Base Systems Inc,,Retail,9754,Europe,basesystems.com,2022-04-06,Lisa Wang,Active,seat-based,166000
ACC-00555,Cast Systems Inc,,Financial Services,5662,APAC,castsystems.com,2025-02-05,Lisa Wang,Active,flat-rate,113306
ACC-00556,Data Systems Inc,,Energy,357,North America,datasystems.com,2022-07-14,Sarah Chen,Churned,hybrid,31713
ACC-00557,Flux Systems Inc,,Professional Services,9297,LATAM,fluxsystems.com,2023-12-13,Emma Thompson,Active,usage-based,161215
ACC-00558,Grid Systems Inc,,Energy,68,North America,gridsystems.com,2023-04-17,Emma Thompson,Prospect,,0
ACC-00559,Hub Systems Inc,,Healthcare,2204,APAC,hubsystems.com,2023-03-17,Lisa Wang,Active,hybrid,27000
ACC-00560,Idea Systems Inc,,Financial Services,997,LATAM,ideasystems.com,2023-03-24,David Kim,Active,flat-rate,103000
ACC-00561,Jet Systems Inc,,Healthcare,3938,APAC,jetsystems.com,2023-10-14,James Park,Trial,hybrid,114000
ACC-00562,Knot Systems Inc,,Energy,9105,North America,knotsystems.com,2022-09-28,Mike Rodriguez,Active,hybrid,141000
ACC-00563,Loop Systems Inc,,Financial Services,7186,LATAM,loopsystems.com,2020-04-05,Lisa Wang,Churned,flat-rate,184000
ACC-00564,Mode Systems Inc,,Professional Services,8619,Europe,modesystems.com,2021-11-26,Sarah Chen,Trial,hybrid,58267
ACC-00565,Node Systems Inc,,Media,6965,North America,nodesystems.com,2024-11-04,Emma Thompson,Trial,hybrid,121000
ACC-00566,Open Systems Inc,,Education,350,LATAM,opensystems.com,2023-07-26,Sarah Chen,Prospect,,0
ACC-00567,Port Systems Inc,,Manufacturing,6464,APAC,portsystems.com,2022-01-03,David Kim,Active,flat-rate,166000
ACC-00568,Quad Systems Inc,,Manufacturing,5089,LATAM,quadsystems.com,2021-11-22,Sarah Chen,Active,flat-rate,61000
ACC-00569,Ring Systems Inc,,Healthcare,9128,North America,ringsystems.com,2023-02-12,Sarah Chen,Churned,hybrid,129000
ACC-00570,Spin Systems Inc,,Manufacturing,7749,APAC,spinsystems.com,2020-04-21,James Park,Active,flat-rate,178000
ACC-00571,Turn Systems Inc,,Technology,2468,North America,turnsystems.com,2020-02-29,Emma Thompson,Churned,usage-based,1100
ACC-00572,Up Systems Inc,,Healthcare,1906,LATAM,upsystems.com,2020-05-06,Lisa Wang,Active,seat-based,125000
ACC-00573,View Systems Inc,,Healthcare,2111,North America,viewsystems.com,2024-06-03,Mike Rodriguez,Churned,seat-based,65482
ACC-00574,Warp Systems Inc,,Financial Services,9762,LATAM,warpsystems.com,2023-01-04,Lisa Wang,Active,flat-rate,26000
ACC-00575,Xray Systems Inc,,Healthcare,5951,APAC,xraysystems.com,2023-07-28,Mike Rodriguez,Active,flat-rate,176000
ACC-00576,Yew Systems Inc,,Retail,3174,LATAM,yewsystems.com,2023-11-08,Lisa Wang,Active,seat-based,260000
ACC-00577,Zen Systems Inc,,Energy,2610,North America,zensystems.com,2021-03-22,James Park,Active,flat-rate,253047
ACC-00578,Bolt Systems Inc,,Retail,455,Europe,boltsystems.com,2023-02-24,David Kim,Active,flat-rate,68583
ACC-00579,Chip Systems Inc,,Professional Services,8771,LATAM,chipsystems.com,2024-09-15,Sarah Chen,Churned,flat-rate,172000
ACC-00580,Dash Systems Inc,,Technology,9742,LATAM,dashsystems.com,2022-07-02,Sarah Chen,Active,flat-rate,39000
ACC-00581,Pulse Systems Inc,,Logistics,2793,Europe,pulsesystems.com,2023-04-18,Sarah Chen,Churned,flat-rate,24686
ACC-00582,Flow Systems Inc,,Retail,7943,APAC,flowsystems.com,2020-04-29,David Kim,Active,flat-rate,140000
ACC-00583,Glow Systems Inc,,Professional Services,5156,Europe,glowsystems.com,2023-01-29,Emma Thompson,Active,hybrid,19000
ACC-00584,Hive Systems Inc,,Financial Services,6812,APAC,hivesystems.com,2024-12-18,Lisa Wang,Churned,flat-rate,139000
ACC-00585,Acorn Group Inc,,Energy,469,LATAM,acorngroup.com,2021-06-26,Lisa Wang,Prospect,,0
ACC-00586,Birch Group Inc,,Media,3282,LATAM,birchgroup.com,2024-02-23,Lisa Wang,Active,flat-rate,1410000
ACC-00587,Canyon Group Inc,,Technology,170,Europe,canyongroup.com,2023-06-01,James Park,Active,flat-rate,70000
ACC-00588,Dusk Group Inc,,Energy,3535,Europe,duskgroup.com,2020-10-04,James Park,Active,flat-rate,76599
ACC-00589,Elm Group Inc,,Education,7296,Europe,elmgroup.com,2022-11-07,Sarah Chen,Active,seat-based,110000
ACC-00590,Fern Group Inc,,Healthcare,7490,APAC,ferngroup.com,2021-05-05,James Park,Active,seat-based,69000
ACC-00591,Grove Group Inc,,Healthcare,9042,LATAM,grovegroup.com,2023-02-11,Sarah Chen,Active,flat-rate,186000
ACC-00592,Haven Group Inc,,Healthcare,9570,APAC,havengroup.com,2023-05-07,James Park,Active,flat-rate,140451
ACC-00593,Ivy Group Inc,,Professional Services,634,Europe,ivygroup.com,2020-11-06,Emma Thompson,Trial,hybrid,16300
ACC-00594,Jade Group Inc,,Professional Services,143,LATAM,jadegroup.com,2023-03-28,Emma Thompson,Prospect,,0
ACC-00595,Kestrel Group Inc,,Technology,135,Europe,kestrelgroup.com,2024-10-25,Emma Thompson,Active,seat-based,74681
ACC-00596,Lark Group Inc,,Healthcare,3616,Europe,larkgroup.com,2021-08-15,David Kim,Churned,flat-rate,52000
ACC-00597,Mesa Group Inc,,Professional Services,1760,Europe,mesagroup.com,2024-12-17,Mike Rodriguez,Active,flat-rate,15000
ACC-00598,Nest Group Inc,,Retail,4719,LATAM,nestgroup.com,2024-05-06,Emma Thompson,Active,seat-based,98530
ACC-00599,Oak Group Inc,,Technology,1068,LATAM,oakgroup.com,2020-06-12,David Kim,Active,seat-based,98034
ACC-00600,Pine Group Inc,,Manufacturing,7404,Europe,pinegroup.com,2024-08-07,Sarah Chen,Active,hybrid,165000
ACC-00601,Quail Group Inc,,Media,160,APAC,quailgroup.com,2021-10-28,Mike Rodriguez,Churned,hybrid,14500
ACC-00602,Ridge Group Inc,,Financial Services,8855,North America,ridgegroup.com,2023-10-20,Lisa Wang,Trial,flat-rate,18000
ACC-00603,Sage Group Inc,,Manufacturing,8387,APAC,sagegroup.com,2024-06-13,David Kim,Active,usage-based,104000
ACC-00604,Thorn Group Inc,,Healthcare,8030,APAC,thorngroup.com,2024-01-08,David Kim,Trial,flat-rate,1410000
ACC-00605,Umber Group Inc,,Financial Services,2418,Europe,umbergroup.com,2022-06-24,Lisa Wang,Churned,seat-based,175000
ACC-00606,Vale Group Inc,,Logistics,3969,LATAM,valegroup.com,2022-01-20,David Kim,Active,seat-based,89000
ACC-00607,Willow Group Inc,,Financial Services,5743,North America,willowgroup.com,2021-06-05,James Park,Active,hybrid,99000
ACC-00608,Yarrow Group Inc,,Logistics,1623,Europe,yarrowgroup.com,2022-03-08,David Kim,Churned,flat-rate,11000
ACC-00609,Agate Group Inc,,Financial Services,5734,North America,agategroup.com,2023-09-19,Sarah Chen,Churned,seat-based,177000
ACC-00610,Brook Group Inc,,Financial Services,9805,Europe,brookgroup.com,2021-08-04,David Kim,Active,flat-rate,1110000
ACC-00611,Cove Group Inc,,Media,1665,Europe,covegroup.com,2023-04-11,Mike Rodriguez,Trial,seat-based,56000
ACC-00612,Dawn Group Inc,,Financial Services,5089,North America,dawngroup.com,2023-08-05,Mike Rodriguez,Active,flat-rate,1160000
ACC-00613,Echo Group Inc,,Professional Services,70,Europe,echogroup.com,2025-01-01,Emma Thompson,Prospect,,0
ACC-00614,Fjord Group Inc,,Technology,8544,APAC,fjordgroup.com,2022-03-28,Sarah Chen,Active,flat-rate,92000
ACC-00615,Glen Group Inc,,Technology,2845,Europe,glengroup.com,2021-09-05,Mike Rodriguez,Active,hybrid,96233
ACC-00616,Haze Group Inc,,Professional Services,3798,LATAM,hazegroup.com,2021-09-02,Emma Thompson,Active,hybrid,63000
ACC-00617,Isle Group Inc,,Manufacturing,480,Europe,islegroup.com,2023-12-13,Lisa Wang,Prospect,,0
ACC-00618,Jet Group Inc,,Healthcare,2690,LATAM,jetgroup.com,2022-02-02,Emma Thompson,Active,seat-based,189000
ACC-00619,Knoll Group Inc,,Healthcare,3883,Europe,knollgroup.com,2020-04-12,Sarah Chen,Active,flat-rate,15000
ACC-00620,Leaf Group Inc,,Logistics,3829,LATAM,leafgroup.com,2021-02-14,Lisa Wang,Churned,flat-rate,10003
ACC-00621,Marsh Group Inc,,Energy,6002,North America,marshgroup.com,2024-03-08,Sarah Chen,Trial,flat-rate,169000
ACC-00622,North Group Inc,,Manufacturing,9022,Europe,northgroup.com,2021-09-05,James Park,Churned,flat-rate,56000
ACC-00623,Oasis Group Inc,,Retail,8299,Europe,oasisgroup.com,2021-09-23,James Park,Active,seat-based,125000
ACC-00624,Peak Group Inc,,Education,415,LATAM,peakgroup.com,2023-10-21,James Park,Prospect,,0
ACC-00625,Quay Group Inc,,Media,3509,LATAM,quaygroup.com,2022-03-11,Sarah Chen,Active,seat-based,104000
ACC-00626,Reef Group Inc,,Technology,7946,APAC,reefgroup.com,2020-07-23,David Kim,Churned,seat-based,95269
ACC-00627,Stone Group Inc,,Logistics,8592,Europe,stonegroup.com,2021-05-26,Emma Thompson,Churned,flat-rate,56368
ACC-00628,Terra Group Inc,,Retail,1815,North America,terragroup.com,2022-06-08,Emma Thompson,Active,flat-rate,35000
ACC-00629,Ursa Group Inc,,Logistics,3690,Europe,ursagroup.com,2022-10-24,Lisa Wang,Active,hybrid,184000
ACC-00630,Vista Group Inc,,Media,5805,Europe,vistagroup.com,2023-07-06,Mike Rodriguez,Active,usage-based,87000
ACC-00631,Wave Group Inc,,Retail,5054,APAC,wavegroup.com,2021-05-08,Lisa Wang,Trial,flat-rate,24000
ACC-00632,Xeric Group Inc,,Financial Services,297,Europe,xericgroup.com,2023-03-18,David Kim,Prospect,,0
ACC-00633,Alto Group Inc,,Healthcare,5919,Europe,altogroup.com,2021-09-29,Mike Rodriguez,Active,seat-based,1700000
ACC-00634,Bay Group Inc,,Healthcare,6703,Europe,baygroup.com,2023-04-18,Mike Rodriguez,Churned,usage-based,19000
ACC-00635,Cliff Group Inc,,Logistics,94,LATAM,cliffgroup.com,2022-12-16,Mike Rodriguez,Prospect,,0
ACC-00636,Delta Group Inc,,Media,4612,North America,deltagroup.com,2024-09-05,James Park,Active,usage-based,175000
ACC-00637,Ether Group Inc,,Retail,1503,Europe,ethergroup.com,2022-09-25,Lisa Wang,Active,flat-rate,1090000
ACC-00638,Flame Group Inc,,Technology,366,LATAM,flamegroup.com,2021-05-30,James Park,Prospect,,0
ACC-00639,Gale Group Inc,,Energy,3657,North America,galegroup.com,2024-01-14,Lisa Wang,Active,flat-rate,20000
ACC-00640,Horn Group Inc,,Manufacturing,5919,Europe,horngroup.com,2024-03-10,James Park,Active,seat-based,163000
ACC-00641,Iron Group Inc,,Financial Services,355,LATAM,irongroup.com,2025-01-10,David Kim,Active,hybrid,143612
ACC-00642,Jewel Group Inc,,Healthcare,1042,Europe,jewelgroup.com,2021-10-29,Mike Rodriguez,Active,seat-based,15500
ACC-00643,Key Group Inc,,Financial Services,2342,APAC,keygroup.com,2022-09-20,David Kim,Active,flat-rate,59000
ACC-00644,Lake Group Inc,,Media,3534,Europe,lakegroup.com,2020-04-02,James Park,Churned,flat-rate,46693
ACC-00645,Mist Group Inc,,Financial Services,5467,APAC,mistgroup.com,2020-04-18,Mike Rodriguez,Active,seat-based,14000
ACC-00646,Nova Group Inc,,Energy,6597,APAC,novagroup.com,2024-07-20,Sarah Chen,Churned,flat-rate,69000
ACC-00647,Ore Group Inc,,Retail,6073,LATAM,oregroup.com,2022-09-06,Mike Rodriguez,Active,flat-rate,81710
ACC-00648,Plume Group Inc,,Healthcare,3680,North America,plumegroup.com,2020-01-31,David Kim,Churned,flat-rate,53000
ACC-00649,Rapid Group Inc,,Technology,8462,LATAM,rapidgroup.com,2024-05-05,Lisa Wang,Active,flat-rate,190000
ACC-00650,Sable Group Inc,,Financial Services,4171,APAC,sablegroup.com,2022-05-17,Mike Rodriguez,Active,flat-rate,132000
ACC-00651,Tide Group Inc,,Financial Services,1580,LATAM,tidegroup.com,2021-01-22,Mike Rodriguez,Churned,usage-based,109000
ACC-00652,Ural Group Inc,,Manufacturing,2884,APAC,uralgroup.com,2020-12-08,Mike Rodriguez,Active,hybrid,107000
ACC-00653,Vine Group Inc,,Healthcare,9666,APAC,vinegroup.com,2024-09-09,David Kim,Active,hybrid,107000
ACC-00654,Wind Group Inc,,Education,316,North America,windgroup.com,2024-04-21,Mike Rodriguez,Prospect,,0
ACC-00655,Axis Group Inc,,Energy,176,North America,axisgroup.com,2021-07-20,Sarah Chen,Prospect,,0
ACC-00656,Bloom Group Inc,,Education,5903,North America,bloomgroup.com,2023-01-09,Sarah Chen,Active,seat-based,194000
ACC-00657,Core Group Inc,,Healthcare,2133,LATAM,coregroup.com,2024-02-27,Lisa Wang,Active,usage-based,46000
ACC-00658,Drift Group Inc,,Healthcare,2300,LATAM,driftgroup.com,2022-10-04,Emma Thompson,Active,seat-based,24000
ACC-00659,Edge Group Inc,,Media,7539,North America,edgegroup.com,2022-04-15,David Kim,Churned,seat-based,179000
ACC-00660,Fort Group Inc,,Logistics,2231,North America,fortgroup.com,2022-04-17,David Kim,Active,hybrid,29000
