opportunity_id,account_id,account_name,opportunity_name,stage,amount,currency,close_date,created_date,days_in_stage,deal_type,contract_term_months,owner_name,last_activity_date,probability,next_step,partner_id
OPP-00108,ACC-00045,Aurora Technology,Aurora Technology - Partner Deal (PTR-003),Negotiation,139000,USD,2025-05-27,2024-01-07,24,Expansion,12,Emma Thompson,2025-05-23,70,Partner alignment call,PTR-003
OPP-00109,ACC-00046,Nuvola,Nuvola - Partner Deal (PTR-004),Closed Won,73000,USD,2024-08-27,2023-12-08,58,Expansion,12,Mike Rodriguez,2024-08-19,100,,PTR-004
OPP-00110,ACC-00047,DigitalBridge,DigitalBridge - Partner Deal (PTR-005),Negotiation,177000,USD,2025-05-30,2024-03-01,51,New Business,12,Sarah Chen,2025-05-27,70,Partner alignment call,PTR-005
OPP-00111,ACC-00040,NightOwl,NightOwl - Enterprise Deal,Closed Won,198000,USD,2024-12-17,2024-01-24,181,New Business,12,David Kim,2025-03-06,100,Budget re-approval,
OPP-00112,ACC-00041,Kinetic Sys,Kinetic Sys - Suite Subscription,Proposal,69000,USD,2024-09-14,2024-02-12,198,New Business,12,David Kim,2025-03-06,69,Pushed to next quarter,
OPP-00113,ACC-00042,Zenith AI Corp,Zenith AI Corp - Platform License,Proposal,195000,USD,2024-12-05,2023-02-07,112,Expansion,12,Mike Rodriguez,2025-02-26,53,Pushed to next quarter,
OPP-00114,ACC-00043,DragonCloud,DragonCloud - Enterprise Deal,Proposal,114000,USD,2024-08-24,2023-10-27,160,New Business,12,Emma Thompson,2025-02-03,55,Budget re-approval,
OPP-00115,ACC-00044,SilkRoute,SilkRoute - Platform License,Negotiation,91000,USD,2025-04-16,2023-07-26,130,New Business,12,Lisa Wang,2025-03-24,57,Waiting on exec sponsor,
OPP-00116,ACC-00045,Aurora Technology,Aurora Technology - Platform License,Negotiation,181000,USD,2024-06-19,2023-07-04,92,New Business,12,David Kim,2025-03-14,33,Pushed to next quarter,
OPP-00117,ACC-00046,Nuvola,Nuvola - Enterprise Deal,Proposal,82000,USD,2024-07-06,2023-08-10,113,Renewal,12,David Kim,2025-03-11,48,Timeline shifted,
OPP-00118,ACC-00047,DigitalBridge,DigitalBridge - Platform License,Proposal,106000,USD,2024-11-29,2023-12-08,190,Expansion,12,Sarah Chen,2025-03-23,70,Waiting on exec sponsor,
OPP-00119,ACC-00048,Cloud Vista Inc.,Cloud Vista Inc. - Enterprise Deal,Closed Won,139000,USD,2024-01-11,2023-06-11,191,New Business,12,Mike Rodriguez,2025-02-19,100,Timeline shifted,
OPP-00120,ACC-00049,Verdant Sys,Verdant Sys - Platform License,Proposal,55000,USD,2025-01-29,2023-09-09,181,Renewal,12,Mike Rodriguez,2025-03-17,46,Pushed to next quarter,
OPP-00121,ACC-00050,Helix,Helix - Enterprise Deal,Negotiation,197000,USD,2024-10-20,2023-03-18,133,New Business,12,Mike Rodriguez,2025-03-19,56,Waiting on exec sponsor,
OPP-00122,ACC-00051,Cirrus Logic,Cirrus Logic - Suite Subscription,Proposal,62000,USD,2024-08-17,2023-03-24,195,Renewal,12,Mike Rodriguez,2025-02-03,31,Timeline shifted,
OPP-00123,ACC-00052,DeepField,DeepField - Platform License,Negotiation,47000,USD,2025-05-29,2023-11-27,154,New Business,12,Emma Thompson,2025-01-31,70,Budget re-approval,
OPP-00124,ACC-00053,Lightspeed,Lightspeed - Suite Subscription,Closed Won,156000,USD,2024-10-21,2024-02-10,181,Expansion,12,Mike Rodriguez,2025-01-30,100,Pushed to next quarter,
OPP-00125,ACC-00054,OmniCore,OmniCore - Suite Subscription,Closed Won,59000,USD,2024-07-12,2023-10-26,182,Renewal,12,Emma Thompson,2025-02-12,100,Timeline shifted,
OPP-00126,ACC-00055,Flux Technology,Flux Technology - Enterprise Deal,Proposal,127000,USD,2024-05-23,2023-06-15,169,New Business,12,Emma Thompson,2025-02-06,36,Pushed to next quarter,
OPP-00127,ACC-00056,Sapient,Sapient - Suite Subscription,Proposal,175000,USD,2024-09-27,2024-02-03,239,Expansion,12,Mike Rodriguez,2025-02-02,37,Waiting on exec sponsor,
OPP-00128,ACC-00057,Wavelength,Wavelength - Enterprise Deal,Proposal,90000,USD,2024-03-03,2023-07-08,111,New Business,12,Mike Rodriguez,2025-02-02,31,Waiting on exec sponsor,
OPP-00129,ACC-00058,EdgePoint,EdgePoint - Suite Subscription,Proposal,88000,USD,2025-02-05,2023-01-31,230,New Business,12,Mike Rodriguez,2025-02-02,39,Timeline shifted,
OPP-00130,ACC-00059,Cortex Auto,Cortex Auto - Enterprise Deal,Proposal,146000,USD,2024-09-25,2024-02-12,183,New Business,12,Emma Thompson,2025-03-03,67,Timeline shifted,
OPP-00131,ACC-00001,Quantum Dynamics Inc.,Quantum Dynamics Inc. - Platform Subscription,Closed Won,105000,USD,2025-01-06,2024-04-02,34,New Business,12,Sarah Chen,2025-01-06,100,,
OPP-00132,ACC-00002,Meridian Health,Meridian Health - Contract Renewal,Closed Lost,88000,USD,2024-05-31,2024-03-16,37,Renewal,12,Lisa Wang,2024-05-31,0,,
OPP-00133,ACC-00003,Atlas Logistics,Atlas Logistics - Platform Subscription,Proposal,160000,USD,2025-08-13,2024-10-28,14,New Business,12,David Kim,2025-03-01,50,Contract negotiation,
OPP-00134,ACC-00004,Novatech,Novatech - Platform Subscription,Proposal,61000,USD,2025-10-18,2023-11-12,51,New Business,12,Sarah Chen,2025-03-06,50,,
OPP-00135,ACC-00005,Lumin Digital,Lumin Digital - Contract Renewal,Closed Lost,230000,USD,2024-12-04,2024-05-26,9,Renewal,12,Emma Thompson,2024-12-04,0,,
OPP-00136,ACC-00006,Clearview Analytics Inc.,Clearview Analytics Inc. - Module Add-on,Closed Lost,12000,USD,2024-04-09,2023-05-09,22,Expansion,12,David Kim,2024-04-09,0,,
OPP-00137,ACC-00007,Prism Software Solutions,Prism Software Solutions - Module Add-on,Closed Won,180000,EUR,2024-12-03,2023-10-23,25,Expansion,12,James Park,2024-12-03,100,,
OPP-00138,ACC-00008,Summit Financial Group,Summit Financial Group - New License,Closed Lost,99000,USD,2025-01-14,2024-09-15,24,New Business,12,David Kim,2025-01-14,0,,
OPP-00139,ACC-00009,Horizon Media Partners,Horizon Media Partners - New License,Closed Lost,151000,USD,2023-03-17,2022-06-20,34,New Business,12,James Park,2023-03-17,0,,
OPP-00140,ACC-00010,Vertex Engineering Ltd.,Vertex Engineering Ltd. - Seat Expansion,Closed Won,129000,USD,2024-01-09,2023-04-21,46,Expansion,12,Sarah Chen,2024-01-09,100,,
OPP-00141,ACC-00011,Stratos Cloud Services,Stratos Cloud Services - Contract Renewal,Closed Won,193000,USD,2024-11-29,2023-09-21,11,Renewal,12,Mike Rodriguez,2024-11-29,100,,
OPP-00142,ACC-00012,Pinnacle Retail Group,Pinnacle Retail Group - Contract Renewal,Closed Won,99000,USD,2023-12-09,2022-06-30,10,Renewal,12,Mike Rodriguez,2023-12-09,100,,
OPP-00143,ACC-00013,Catalyst Innovation Labs,Catalyst Innovation Labs - Subscription Renewal,Closed Lost,104000,USD,2024-11-20,2024-10-18,35,Renewal,12,Emma Thompson,2024-11-20,0,,
OPP-00144,ACC-00014,Redwood Mfg Corp,Redwood Mfg Corp - New License,Discovery,14000,USD,2025-08-08,2022-11-16,37,New Business,12,Mike Rodriguez,2025-03-17,25,Demo scheduled,
OPP-00145,ACC-00023,Nebula Systems Inc.,Nebula Systems Inc. - Tier Upgrade,Closed Won,249000,USD,2024-02-19,2022-11-02,56,Expansion,12,David Kim,2024-02-19,100,,
OPP-00146,ACC-00024,Ironclad Sec,Ironclad Sec - Contract Renewal,Proposal,176000,EUR,2025-11-14,2022-09-02,18,Renewal,12,Mike Rodriguez,2025-03-13,10,Technical review,
OPP-00147,ACC-00025,ByteForge Inc.,ByteForge Inc. - Annual Renewal,Closed Won,125000,USD,2024-12-27,2024-09-01,45,Renewal,12,Mike Rodriguez,2024-12-27,100,,
OPP-00148,ACC-00026,Datastream,Datastream - Initial Contract,Closed Won,137000,USD,2024-02-01,2022-06-29,31,New Business,12,Emma Thompson,2024-02-01,100,,
OPP-00149,ACC-00027,CloudPeak,CloudPeak - Annual Renewal,Closed Won,220000,USD,2023-09-24,2023-03-19,39,Renewal,12,Sarah Chen,2023-09-24,100,,
OPP-00150,ACC-00028,Silverline Technology,Silverline Technology - Tier Upgrade,Discovery,154000,EUR,2025-10-13,2022-11-21,45,Expansion,12,David Kim,2025-03-24,25,Pricing discussion,
OPP-00151,ACC-00029,Nextera,Nextera - Platform Subscription,Prospecting,107000,EUR,2025-04-29,2022-10-14,43,New Business,12,Mike Rodriguez,2025-03-07,10,Pricing discussion,
OPP-00152,ACC-00030,CoreStack,CoreStack - Subscription Renewal,Prospecting,41000,USD,2025-05-12,2024-12-08,32,Renewal,12,David Kim,2025-03-07,10,,
OPP-00153,ACC-00031,Pulse Analytics Inc.,Pulse Analytics Inc. - Subscription Renewal,Closed Lost,42000,USD,2025-03-13,2024-09-05,5,Renewal,12,David Kim,2025-03-13,0,,
OPP-00154,ACC-00032,Arcus Tech,Arcus Tech - Module Add-on,Closed Won,240000,USD,2024-12-27,2024-03-06,15,Expansion,12,David Kim,2024-12-27,100,,
OPP-00155,ACC-00033,TerraForm,TerraForm - Annual Renewal,Closed Won,143000,USD,2024-12-11,2024-06-10,19,Renewal,12,David Kim,2024-12-11,100,,
OPP-00156,ACC-00034,Vanta,Vanta - New License,Closed Lost,246000,USD,2023-04-05,2022-09-05,33,New Business,12,Lisa Wang,2023-04-05,0,,
OPP-00157,ACC-00035,Codex,Codex - Tier Upgrade,Discovery,197000,USD,2025-10-07,2024-03-01,43,Expansion,12,David Kim,2025-03-19,25,Executive meeting,
OPP-00158,ACC-00036,Synthetix,Synthetix - Tier Upgrade,Closed Won,112000,USD,2024-09-07,2024-01-28,56,Expansion,12,Sarah Chen,2024-09-07,100,,
OPP-00159,ACC-00037,PixelWave Studios,PixelWave Studios - Contract Renewal,Closed Won,38000,USD,2023-05-21,2022-08-10,8,Renewal,12,Mike Rodriguez,2023-05-21,100,,
OPP-00160,ACC-00038,Alpine Data,Alpine Data - Platform Subscription,Closed Won,70000,EUR,2024-10-17,2023-08-09,7,New Business,12,Lisa Wang,2024-10-17,100,,
OPP-00161,ACC-00039,Orbis Technology,Orbis Technology - Initial Contract,Discovery,232000,USD,2025-06-18,2022-06-22,29,New Business,12,Mike Rodriguez,2025-03-06,80,,
OPP-00162,ACC-00040,NightOwl,NightOwl - Platform Subscription,Closed Lost,14000,USD,2024-10-25,2024-06-23,15,New Business,12,Sarah Chen,2024-10-25,0,,
OPP-00163,ACC-00041,Kinetic Sys,Kinetic Sys - New License,Closed Won,172000,USD,2024-06-29,2022-06-09,58,New Business,12,Lisa Wang,2024-06-29,100,,
OPP-00164,ACC-00042,Zenith AI Corp,Zenith AI Corp - Contract Renewal,Proposal,116000,EUR,2025-06-24,2023-10-24,54,Renewal,12,Mike Rodriguez,2025-03-19,50,Contract negotiation,
OPP-00165,ACC-00043,DragonCloud,DragonCloud - Initial Contract,Proposal,178000,USD,2025-05-31,2023-12-23,49,New Business,12,James Park,2025-03-15,50,Contract negotiation,
OPP-00166,ACC-00044,SilkRoute,SilkRoute - Tier Upgrade,Closed Lost,92000,USD,2024-11-17,2022-11-29,24,Expansion,12,Sarah Chen,2024-11-17,0,,
OPP-00167,ACC-00045,Aurora Technology,Aurora Technology - Module Add-on,Closed Lost,175000,USD,2024-09-07,2024-04-30,53,Expansion,12,Lisa Wang,2024-09-07,0,,
OPP-00168,ACC-00046,Nuvola,Nuvola - Contract Renewal,Closed Lost,119000,EUR,2024-10-01,2024-07-21,16,Renewal,12,David Kim,2024-10-01,0,,
OPP-00169,ACC-00047,DigitalBridge,DigitalBridge - Seat Expansion,Closed Won,230000,EUR,2024-10-18,2023-07-13,30,Expansion,12,Lisa Wang,2024-10-18,100,,
OPP-00170,ACC-00048,Cloud Vista Inc.,Cloud Vista Inc. - Module Add-on,Closed Won,87000,EUR,2024-10-10,2024-06-24,49,Expansion,12,Emma Thompson,2024-10-10,100,,
OPP-00171,ACC-00049,Verdant Sys,Verdant Sys - Module Add-on,Proposal,105000,USD,2025-10-15,2024-06-26,15,Expansion,12,Sarah Chen,2025-03-01,10,POC setup,
OPP-00172,ACC-00050,Helix,Helix - Module Add-on,Discovery,32000,USD,2025-09-07,2024-03-23,14,Expansion,12,Emma Thompson,2025-03-05,25,Executive meeting,
OPP-00173,ACC-00051,Cirrus Logic,Cirrus Logic - Annual Renewal,Closed Lost,34000,USD,2023-07-19,2023-02-26,29,Renewal,12,David Kim,2023-07-19,0,,
OPP-00174,ACC-00052,DeepField,DeepField - Seat Expansion,Closed Won,215000,USD,2024-10-23,2023-12-22,53,Expansion,12,James Park,2024-10-23,100,,
OPP-00175,ACC-00053,Lightspeed,Lightspeed - Annual Renewal,Proposal,242000,USD,2025-10-10,2023-09-27,16,Renewal,12,Mike Rodriguez,2025-03-02,50,Security review,
OPP-00176,ACC-00054,OmniCore,OmniCore - Initial Contract,Closed Won,51000,USD,2024-08-30,2023-08-22,27,New Business,12,James Park,2024-08-30,100,,
OPP-00177,ACC-00055,Flux Technology,Flux Technology - Tier Upgrade,Closed Won,183000,EUR,2024-11-17,2024-07-31,50,Expansion,12,Emma Thompson,2024-11-17,100,,
OPP-00178,ACC-00056,Sapient,Sapient - Annual Renewal,Closed Won,124000,USD,2025-01-09,2024-11-22,36,Renewal,12,Emma Thompson,2025-01-09,100,,
OPP-00179,ACC-00057,Wavelength,Wavelength - Module Add-on,Prospecting,29000,USD,2025-10-06,2023-10-26,13,Expansion,12,David Kim,2025-03-05,10,Pricing discussion,
OPP-00180,ACC-00058,EdgePoint,EdgePoint - Tier Upgrade,Closed Lost,105000,USD,2025-01-15,2024-08-06,53,Expansion,12,Lisa Wang,2025-01-15,0,,
OPP-00181,ACC-00059,Cortex Auto,Cortex Auto - Seat Expansion,Negotiation,228000,USD,2025-11-11,2024-04-24,27,Expansion,12,Lisa Wang,2025-03-25,75,Executive meeting,
OPP-00182,ACC-00060,MedVantage Health,MedVantage Health - Subscription Renewal,Discovery,47000,USD,2025-09-07,2022-07-11,5,Renewal,12,James Park,2025-03-21,80,Technical review,
OPP-00183,ACC-00061,CarePath,CarePath - Annual Renewal,Closed Won,81000,USD,2025-03-15,2023-03-14,49,Renewal,12,Mike Rodriguez,2025-03-15,100,,
OPP-00184,ACC-00062,Vitality Health,Vitality Health - Seat Expansion,Closed Won,79000,USD,2023-04-28,2023-02-21,12,Expansion,12,Emma Thompson,2023-04-28,100,,
OPP-00185,ACC-00063,BioSync,BioSync - Initial Contract,Prospecting,126000,USD,2025-04-16,2024-08-18,36,New Business,12,James Park,2025-03-18,10,Demo scheduled,
OPP-00186,ACC-00064,HealthGrid Inc.,HealthGrid Inc. - Tier Upgrade,Negotiation,64000,USD,2025-07-22,2023-06-11,7,Expansion,12,Mike Rodriguez,2025-03-08,90,,
OPP-00187,ACC-00065,Aether Med,Aether Med - New License,Closed Lost,209000,USD,2024-08-16,2024-01-27,59,New Business,12,James Park,2024-08-16,0,,
OPP-00188,ACC-00066,NovaCare,NovaCare - Seat Expansion,Discovery,246000,USD,2025-10-07,2023-06-09,15,Expansion,12,James Park,2025-03-08,80,Contract negotiation,
OPP-00189,ACC-00067,Centric Health Solutions,Centric Health Solutions - Module Add-on,Closed Lost,61000,USD,2025-02-13,2023-09-09,27,Expansion,12,Sarah Chen,2025-02-13,0,,
OPP-00190,ACC-00068,Pacific Health,Pacific Health - Contract Renewal,Closed Won,157000,USD,2023-10-31,2023-09-13,27,Renewal,12,James Park,2023-10-31,100,,
OPP-00191,ACC-00069,MedBridge,MedBridge - Subscription Renewal,Closed Won,108000,USD,2023-05-02,2023-03-11,60,Renewal,12,Emma Thompson,2023-05-02,100,,
OPP-00192,ACC-00070,Salud,Salud - Annual Renewal,Proposal,67000,USD,2025-05-26,2022-11-10,15,Renewal,12,James Park,2025-03-31,50,Executive meeting,
OPP-00193,ACC-00071,TrueHealth,TrueHealth - Initial Contract,Closed Won,244000,USD,2024-11-13,2022-09-29,41,New Business,12,Mike Rodriguez,2024-11-13,100,,
OPP-00194,ACC-00072,WellCore,WellCore - Platform Subscription,Closed Won,68000,USD,2024-06-11,2024-03-23,36,New Business,12,Mike Rodriguez,2024-06-11,100,,
OPP-00195,ACC-00073,Genome,Genome - Subscription Renewal,Closed Won,216000,EUR,2022-12-28,2022-09-16,60,Renewal,12,Emma Thompson,2022-12-28,100,,
OPP-00196,ACC-00074,PulsePoint,PulsePoint - Platform Subscription,Closed Won,195000,USD,2024-12-30,2024-08-17,13,New Business,12,James Park,2024-12-30,100,,
OPP-00197,ACC-00075,Apex Capital Group,Apex Capital Group - Seat Expansion,Closed Lost,11000,USD,2024-12-09,2024-07-04,45,Expansion,12,Emma Thompson,2024-12-09,0,,
OPP-00198,ACC-00076,Fidelity Bridge Inc.,Fidelity Bridge Inc. - Subscription Renewal,Discovery,235000,USD,2025-08-12,2023-08-07,5,Renewal,12,Mike Rodriguez,2025-03-08,25,Contract negotiation,
OPP-00199,ACC-00077,Sterling Wealth Management,Sterling Wealth Management - Module Add-on,Closed Lost,49000,USD,2024-12-31,2024-10-18,28,Expansion,12,Sarah Chen,2024-12-31,0,,
OPP-00200,ACC-00078,BankTech,BankTech - Initial Contract,Closed Won,161000,USD,2024-11-18,2024-08-10,51,New Business,12,James Park,2024-11-18,100,,
OPP-00201,ACC-00079,Moneta,Moneta - Module Add-on,Discovery,167000,USD,2025-04-08,2022-07-31,19,Expansion,12,Sarah Chen,2025-03-08,25,Executive meeting,
OPP-00202,ACC-00080,Fortis Capital,Fortis Capital - New License,Discovery,25000,USD,2025-06-05,2023-01-11,8,New Business,12,Emma Thompson,2025-03-21,25,,
OPP-00203,ACC-00081,Pacific Wealth Partners,Pacific Wealth Partners - Annual Renewal,Prospecting,32000,USD,2025-11-10,2024-03-04,16,Renewal,12,James Park,2025-03-11,10,Security review,
OPP-00204,ACC-00082,Finova,Finova - Annual Renewal,Closed Lost,244000,USD,2024-08-10,2024-01-31,25,Renewal,12,Lisa Wang,2024-08-10,0,,
OPP-00205,ACC-00083,LatAm Financial Services,LatAm Financial Services - Tier Upgrade,Discovery,199000,USD,2025-11-11,2024-11-03,29,Expansion,12,Emma Thompson,2025-03-14,80,Technical review,
OPP-00206,ACC-00084,TrustBank,TrustBank - Seat Expansion,Negotiation,48000,USD,2025-06-02,2024-08-01,56,Expansion,12,Lisa Wang,2025-03-21,75,Technical review,
OPP-00207,ACC-00085,Forge Ind.,Forge Ind. - Subscription Renewal,Closed Lost,158000,USD,2024-09-06,2023-01-01,27,Renewal,12,Lisa Wang,2024-09-06,0,,
OPP-00208,ACC-00086,Titan Mfg,Titan Mfg - Annual Renewal,Closed Won,94000,USD,2024-06-30,2023-04-25,22,Renewal,12,Lisa Wang,2024-06-30,100,,
OPP-00209,ACC-00087,Precision Dynamics Corp,Precision Dynamics Corp - Initial Contract,Prospecting,184000,USD,2025-11-27,2023-01-28,25,New Business,12,David Kim,2025-03-29,10,Executive meeting,
OPP-00210,ACC-00088,Steelbridge,Steelbridge - Platform Subscription,Closed Won,186000,USD,2024-07-31,2022-08-30,59,New Business,12,Lisa Wang,2024-07-31,100,,
OPP-00211,ACC-00089,EuroForge,EuroForge - New License,Prospecting,30000,USD,2025-09-26,2022-09-01,29,New Business,12,Emma Thompson,2025-03-16,10,Technical review,
OPP-00212,ACC-00090,Rhine Ind.,Rhine Ind. - Seat Expansion,Closed Won,113000,USD,2024-11-07,2024-01-13,22,Expansion,12,Sarah Chen,2024-11-07,100,,
OPP-00213,ACC-00091,Kanto Mfg,Kanto Mfg - Subscription Renewal,Proposal,145000,USD,2025-06-15,2024-02-10,15,Renewal,12,Sarah Chen,2025-03-21,10,Pricing discussion,
OPP-00214,ACC-00092,Pacifica Ind,Pacifica Ind - Initial Contract,Closed Won,149000,USD,2024-08-31,2023-07-05,53,New Business,12,David Kim,2024-08-31,100,,
OPP-00215,ACC-00093,Andean Mfg,Andean Mfg - Platform Subscription,Closed Lost,146000,USD,2024-12-15,2024-07-09,49,New Business,12,Sarah Chen,2024-12-15,0,,
OPP-00216,ACC-00094,Ironworks,Ironworks - Seat Expansion,Closed Won,85000,USD,2024-12-23,2024-05-01,31,Expansion,12,Lisa Wang,2024-12-23,100,,
OPP-00217,ACC-00095,Urban Mart Inc.,Urban Mart Inc. - Tier Upgrade,Closed Won,134000,USD,2025-03-28,2024-11-13,35,Expansion,12,Sarah Chen,2025-03-28,100,,
OPP-00218,ACC-00096,ShopStream Inc.,ShopStream Inc. - Annual Renewal,Closed Won,231000,USD,2025-02-28,2024-07-15,8,Renewal,12,James Park,2025-02-28,100,,
OPP-00219,ACC-00097,Retail Edge Corp,Retail Edge Corp - Platform Subscription,Prospecting,156000,USD,2025-07-11,2024-12-10,35,New Business,12,Emma Thompson,2025-03-16,10,Contract negotiation,
